,File_Name,Book_Name,Topics,Named_Entities
10,edu080_GaryPublicSchoolsCost_ocr.pdf,Gary Public Schools Cost,":0.431 | of:0.420 | saunlignadxa:0.328 | scurrying:0.287 | elysnpuy:0.282 | spunoiy:0.270 | shunlignadxa:0.265 | on:0.265 | ys09:0.264 | ofs
:0.260 | put:0.132 | oe:0.125 | see:0.091 | is:0.072 | he:0.054 | go:0.049 | days:0.038 | see see:0.035 | 8 8:0.035 | 1 ‘1€:0.029 | ‘of staff 1:0.025 | 00 00:0.024 | 9 9:0.024 | say:0.022 | ‘of 1:0.021",SS:0.118 | Supyeredg:0.048 | SL:0.035 | GNV:0.032 | S1:0.028 | Org:0.018 | Art:0.018 | Surmerq:0.017 | PUY:0.015 | OLL:0.015 | GULP:0.014 | DER:0.014 | LOL:0.013 | SISATVNV:0.012 | SIGE:0.012 | eLysnpuy:0.012 | OST:0.011 | PPIOUDE:0.010 | TOL:0.010 | sarTaans:0.010 | Saliaans:0.009 | SET:0.008 | SINVISISSV:0.007 | PUL:0.007 | OLT:0.007
11,edu323_TeachersPhilosophyInOutSchool_ocr.pdf,Teachers Philosophy In Out School,"german:0.774 | emma:0.569 | cupperrey:0.569 | order:0.423 | educational:0.419 | answers
:0.418 | students:0.411 | student:0.394 | discipline:0.384 | cents:0.369 | :0.367 | study:0.366 | ne:0.358 | r25:0.337 | postpaid:0.327 | teacher:0.268 | city:0.261 | red:0.234 | teach:0.229 | net:0.174 | education:0.162 | teaching:0.162 | teachers:0.162 | five:0.134 | new:0.105",TEACHER:0.243 | Education:0.062 | INTERESTS:0.054 | PERSONALITY:0.042 | ENS:0.042 | TOR:0.036 | Plato:0.030 | CHRISTIAN:0.030 | Christian:0.030 | UNIVERSITY:0.028 | Postpaid:0.019 | EDUCATIONAL:0.018 | Epicurean:0.018 | EPICUREAN:0.018 | Toxic:0.015 | PUPIL:0.012 | Pass:0.012 | Word:0.011 | Platonic:0.011 | STOIC:0.011 | PLATONIC:0.011 | HAPPINESS:0.009 | Platonist:0.008 | Aristotelian:0.008 | SERENITY:0.007
12,edu065_NextGeneration_ocr.pdf,Next Generation,diagram:0.842 | mutation:0.823 | mutations:0.810 | feeblemindedness:0.809 | step:0.807 | serenity:0.791 | seeds:0.789 | davenport:0.757 | stepped:0.702 | done:0.698 | crab:0.689 | seed:0.685 | chapters:0.684 | jordan:0.683 | birds:0.682 | chapter:0.680 | incubation:0.677 | pigeons:0.676 | sheep:0.666 | blindness:0.664 | evolution:0.657 | toes:0.646 | changes:0.637 | alcoholic:0.629 | darwins:0.628,N:0.605 | W:0.200 | K:0.058 | Her:0.036 | NEXT:0.007 | Differ:0.004 | Cells:0.003 | Laws:0.003 | ALCOHOL:0.003 | Darwin:0.003 | DARWIN:0.003 | Alcohol:0.003 | Qui:0.002 | CHAPTER:0.002 | Feebleminded:0.002 | Beetles:0.002 | America:0.002 | Eyes:0.001 | GUINEA PIGS:0.001 | EVOLUTION:0.001 | Toe:0.001 | Notice:0.001 | Born:0.001 | Andalusian:0.001 | Tender:0.001
13,edu893_ModernSchool_ocr.pdf,Modern School,"elementary:0.402 | teaching:0.398 | kindergarten:0.386 | courses
:0.361 | school:0.242 | education:0.211 | schools:0.205 | educational:0.190 | teachers:0.150 | college:0.137 | secondary:0.041 | work:0.032 | study:0.032 | secondary education:0.030 | high school:0.029 | secondary school:0.028 | years:0.025 | :0.023 | elective system:0.023 | may:0.023 | one:0.021 | studies:0.019 | public:0.018 | pupils:0.018 | training:0.016",MODERN SCHOOL:0.315 | EDUCATIONAL PROGRESS 223:0.137 | SCHOOL:0.105 | UNIVERSITY STUDY:0.086 | XIV:0.071 | New Haven:0.071 | Commerce:0.025 | Canterbury Tales:0.016 | z:0.012 | EpycatioNal:0.009 | O1sth:0.009 | Achilles:0.008 | European:0.007 | German:0.007 | Latin:0.006 | Martin:0.005 | Marblehead:0.005 | The Elective System:0.004 | Bismarck:0.004 | Macmillan & To:0.004 | ACADEMY:0.004 | A UNIVERSITY STUDY:0.003 | EDUCATIONAL PROGRESS:0.003 | Leicester Academy:0.003 | EDUCATIONAL PROGRESS 215:0.003
14,edu881_NewSchoolArithmeticVol2_ocr.pdf,New School Arithmetic Vol2,mrs:0.949 | hills:0.937 | esq:0.931 | smith:0.909 | thick:0.895 | pp:0.893 | garter:0.889 | red:0.877 | sugar:0.874 | lb:0.871 | ounce:0.866 | left:0.864 | gain:0.856 | ounces:0.853 | thickness:0.851 | esqrd:0.848 | cotton:0.843 | acreage:0.840 | column:0.832 | ellen:0.816 | bonds:0.815 | thicknesses:0.813 | commission:0.812 | box:0.809 | deep:0.809,Convex Surface:0.515 | Stamps Amounts:0.080 | Columbus:0.034 | Drops:0.024 | F:0.017 | Fire Insurance:0.014 | Russell:0.013 | Toe Horse:0.013 | Americans:0.009 | Incomplete Problems ‘Take:0.008 | Tuscumbia:0.007 | Federal Reserve Ranks:0.007 | Begin:0.007 | James Afford:0.006 | X21:0.006 | Alkahest System:0.006 | D.:0.006 | Texas:0.006 | Penn:0.005 | Kentucky:0.005 | Greenwich:0.005 | SAP:0.005 | HOUSE:0.005 | Process Square Foot:0.005 | Government Life Insurance:0.004
15,edu865_ToyMaking_ocr.pdf,Toy Making,tolls:0.726 | toll:0.721 | varnishcolored:0.713 | stains:0.701 | varnished:0.659 | ounces:0.629 | painting:0.616 | homes:0.606 | airbrush:0.594 | house:0.588 | coats:0.542 | stainsit:0.537 | black:0.536 | roadster:0.535 | handbrushing:0.527 | handbrush:0.518 | auto:0.506 | es:0.499 | stainsfor:0.491 | motor:0.490 | ce:0.488 | bleached:0.486 | indigo:0.485 | lead:0.485 | os:0.469,the TimeCard Back:0.320 | Julie:0.109 | Wagon:0.092 | Sharp Corners:0.062 | Couorine:0.062 | FUSE:0.062 | Application of Later:0.016 | Onrnbabyss:0.015 | Kalsomine:0.013 | Faint Formula:0.013 | Blue y.G. 14:0.012 | Pulex Speedster:0.010 | Range:0.010 | :0.009 | Rose Bengal:0.009 | Clothes:0.008 | peter k Sanitation:0.008 | Suffer:0.007 | ULETHIE:0.007 | Screw:0.007 | Detail:0.005 | John Bones:0.005 | SawBlade:0.005 | Wander.—The:0.005 | Air:0.005
16,edu807_AnnualReportDeptEdu1886_ocr.pdf,Annual Report Dept Edu1886,thomas:0.966 | dear:0.865 | pale:0.854 | schoolhouses:0.762 | quite:0.746 | deari:0.741 | counties:0.736 | dearl:0.730 | family:0.703 | female:0.672 | professors:0.669 | geology:0.661 | cancer:0.660 | colored:0.658 | decatur:0.650 | decaturville:0.648 | governor:0.642 | secretary:0.632 | director:0.618 | reports:0.617 | treasurer:0.617 | male:0.614 | third:0.610 | love:0.608 | color:0.604,Settle N. Nassaver:0.462 | T. A. Its:0.122 | Latin:0.063 | C. N. Townsrnp:0.040 | REEMA:0.022 | Norton:0.018 | Jefferson:0.018 | County:0.012 | Grip:0.011 | XVJ:0.011 | Apt:0.011 | Noel:0.008 | N. Y.:0.005 | FIT:0.005 | the State Institutes:0.005 | JESee Vara:0.005 | Rutherford:0.004 | Penn:0.004 | AGG:0.004 | G:0.004 | L. Donatpson:0.004 | Superintendent:0.004 | Scholastic:0.004 | TPB:0.004 | :0.003
17,edu773_SongsChildWorld_ocr.pdf,Songs Child World,"three
:0.306 | see:0.257 | show:0.192 | saw:0.181 | think:0.167 | eyes:0.122 | ing:0.098 | king:0.048 | e:0.044 | la:0.038 | ho:0.034 | ly:0.034 | go:0.034 | er:0.031 | 3 3:0.028 | g:0.026 | 2 2:0.026 | te:0.025 | :0.021 | see see:0.020 | 3 2:0.020 | 2 3:0.019 | oh:0.019 | et:0.019 | ‘:0.017",N:0.490 | W:0.206 | P:0.123 | Ll:0.056 | El:0.022 | Z:0.017 | Thin:0.005 | Round:0.004 | Au:0.004 | Sweet:0.003 | Fig:0.003 | Coat:0.002 | Moderate:0.002 | Gray:0.002 | Love:0.002 | Par:0.002 | Bag:0.001 | Sick:0.001 | Dark:0.001 | New Dear:0.001 | BEE:0.001 | Soon:0.001 | Dutch:0.001 | Bags:0.001 | Needs:0.001
18,edu690_TechniqueTeaching_ocr.pdf,Technique Teaching,dramatization:0.906 | recitation:0.905 | recitations:0.894 | habitformation:0.884 | rhyme:0.858 | kenpatt:0.857 | blackguard:0.850 | studying:0.846 | dramatizing:0.835 | imitation:0.826 | monograms:0.825 | solution:0.824 | rhymes:0.793 | fifth:0.777 | dramatized:0.774 | twenty:0.770 | davis:0.768 | smith:0.767 | blackguardmake:0.757 | joke:0.740 | deductive:0.739 | habit:0.731 | imitationshowing:0.726 | macmillan:0.721 | generalization:0.718,Kircuwey:0.344 | J. A:0.102 | Pupil:0.058 | Learn:0.049 | Use:0.046 | Elementary School Standards:0.024 | Wisconsin:0.021 | c. Dangers:0.017 | Grammar 189:0.016 | NES:0.015 | Labrador:0.014 | Peri:0.012 | List:0.011 | History:0.011 | T. Took:0.010 | Place:0.010 | Long:0.009 | Method:0.009 | Drill:0.007 | a. Multiplying:0.007 | Problems:0.007 | Cactus:0.006 | a. Localisation:0.006 | Habit:0.006 | Sons:0.005
19,edu101_FolkTalesAndrosIsland_ocr.pdf,Folk Tales Andros Island,sunday:0.963 | bolivia:0.953 | mrs:0.951 | faded:0.923 | border:0.915 | introduction:0.912 | moderate:0.905 | smith:0.899 | fifteen:0.862 | borders:0.862 | fadeds:0.851 | pepper:0.825 | richardson:0.816 | cinderella:0.815 | grantstown:0.814 | start:0.812 | monday:0.810 | fish:0.801 | mangrove:0.794 | witch:0.788 | tiger:0.778 | married:0.777 | horn:0.776 | husband:0.768 | key:0.767,N:0.446 | L:0.250 | Us:0.016 | Back:0.012 | Der:0.011 | Said:0.009 | Day:0.008 | King:0.008 | Boukee:0.006 | Time:0.006 | Sin:0.005 | Cabby:0.005 | Don:0.004 | WELL:0.003 | Pp:0.003 | Devil:0.003 | Andros:0.003 | House:0.003 | Tales:0.003 | MER:0.003 | Daughter:0.002 | NAME:0.002 | Irs:0.002 | New:0.002 | Bahamas:0.002
20,edu146_AdminPublicEduInUS_ocr.pdf,Admin Public Edu In U S,greenwood:0.969 | ici:0.969 | dem:0.936 | tom:0.935 | rep:0.925 | fire:0.891 | adams:0.883 | ch:0.839 | general:0.827 | twelve:0.795 | syracuse:0.767 | parker:0.710 | london:0.690 | kept:0.690 | airline:0.675 | paper:0.658 | bag:0.657 | titles:0.653 | 1903351truce:0.638 | fifth:0.624 | fourth:0.623 | tr:0.611 | 1910450snedden:0.603 | democratic:0.596 | thomas:0.593,"ZOS Automatic:0.419 | Harvard:0.046 | SCHOOL:0.046 | Education:0.032 | Helping Teachers Professionally:0.028 | Gravity Systems:0.025 | Social Expediency:0.025 | Effective Adjustment:0.017 | Atkinson:0.014 | James Madison:0.013 | Dismissal of Teachers:0.010 | E. L.:0.010 | Kirk:0.009 | 58 Educational Administration:0.009 | Value of Centralization:0.009 | TEACHERS Associations:0.007 | Superintendent:0.007 | Child:0.007 | Pensions:0.006 | F. J. Contributions:0.006 | American:0.005 | C. R. 1892:0.004 | Educational Administration:0.004 | REFERENCES Adams, Lane:0.004 | America:0.004"
21,edu247_MeasurementSilentReading_ocr.pdf,Measurement Silent Reading,handwriting:0.834 | summary:0.818 | gray:0.791 | grays:0.709 | twenty:0.689 | 2courtis:0.675 | university:0.659 | college:0.635 | chicago:0.614 | writing:0.594 | illinois:0.587 | pencil:0.584 | dragon:0.583 | dragons:0.544 | law:0.540 | learn:0.532 | black:0.531 | john:0.526 | pictured:0.518 | courtesy:0.518 | drawing:0.517 | johns:0.512 | reads:0.504 | yearbook:0.504 | chinaman:0.504,New Work:0.733 | Or:0.123 | CN2:0.013 | Maine:0.013 | Averages:0.011 | SCALES:0.010 | New Hampshire Montclair:0.006 | Picture Supplement:0.004 | Grape Corps:0.003 | the “Foundation:0.003 | STANDARD:0.003 | Plymouth:0.003 | SUPPLEMENT SCALE:0.003 | Normal:0.003 | Limit:0.002 | O L 08:0.002 | CASES:0.002 | John:0.002 | Leading:0.001 | TABLE:0.001 | Summary:0.001 | RELIABILITY:0.001 | Continuous Narrative:0.001 | Times:0.001 | Will:0.001
22,edu571_CareTrainingBoysGirls_ocr.pdf,Care Training Boys Girls,james:0.951 | talking:0.928 | hair:0.846 | training:0.819 | silks:0.807 | touching:0.794 | stories:0.793 | dancing:0.789 | vegetable:0.789 | sweets:0.762 | growth:0.761 | oatmeal:0.761 | oats:0.760 | feeding:0.750 | right:0.737 | haste:0.731 | constipated:0.727 | kindergarten:0.723 | obeying:0.718 | sugar:0.717 | clothing:0.711 | vegetables:0.711 | sugary:0.709 | dressing:0.691 | recreation:0.690,Or:0.430 | BOY:0.039 | GIRL:0.038 | GIRLS:0.028 | Lay:0.027 | Va:0.020 | School:0.019 | Tea:0.016 | Thou:0.015 | Need:0.014 | Are and Training:0.013 | Owing:0.011 | Whole:0.009 | REM:0.008 | Habit:0.008 | Tables:0.008 | Fruit:0.007 | Stories:0.006 | Diet:0.006 | Hair:0.006 | Line:0.005 | Soft:0.005 | Desire:0.005 | SOR:0.005 | ETC:0.005
23,edu094_CourseStudyEightGrades_ocr.pdf,Course Study Eight Grades,flanagan:0.940 | vegetables:0.906 | raynaud:0.896 | cotton:0.882 | metals:0.875 | third:0.861 | eating:0.846 | death:0.844 | seven:0.840 | fires:0.832 | holland:0.831 | flower:0.831 | oak:0.828 | tree:0.821 | fire:0.813 | horses:0.802 | sixth:0.802 | bird:0.797 | pigeons:0.796 | seeds:0.793 | fruit:0.791 | four:0.785 | butterfly:0.772 | macmillanco:0.770 | eat:0.768,All:0.077 | Son:0.067 | Stories:0.040 | History:0.032 | Took:0.021 | America:0.018 | AMERICAN:0.015 | American:0.015 | Birds:0.015 | Time:0.014 | Garden:0.014 | Vol:0.014 | VOL:0.014 | BOARD:0.012 | Uses:0.012 | Language:0.011 | House:0.011 | Grow:0.010 | ELEMENTARY:0.010 | Mifflin:0.008 | Stoughton:0.008 | Horse:0.008 | Given:0.008 | Series:0.008 | Tales:0.008
24,edu382_NewPublicHealth_ocr.pdf,New Public Health,stem:0.774 | plants:0.713 | tommy:0.709 | poisonings:0.706 | poisoning:0.693 | th:0.689 | hygienic:0.686 | mothers:0.680 | supervision:0.649 | smallpox:0.634 | tommys:0.634 | poisons:0.618 | grades:0.617 | vaccination:0.616 | carbohydrates:0.615 | poison:0.608 | sheep:0.588 | vaccine:0.583 | protein:0.583 | sheepkilling:0.571 | wolfhunters:0.568 | wolf:0.562 | sheeps:0.555 | mother:0.548 | infective:0.547,Or:0.593 | Public Health:0.059 | Tuberculosis:0.031 | THE NEW PUBLIC:0.025 | INDIVIDUAL:0.019 | COMMUNITY:0.017 | State:0.013 | Health Department:0.012 | Death:0.012 | Medical:0.012 | Hygienic:0.011 | WHOLE:0.011 | DIPHTHERIA:0.011 | OUTBREAKS:0.009 | Epidemiology:0.008 | the Public Health:0.008 | The Public Health:0.008 | EPIDEMIOLOGY:0.008 | Peri:0.007 | Tommy:0.006 | Health Departments:0.005 | NONINFECTIOUS:0.005 | Sputum:0.004 | APPLIED:0.003 | Modern Public Health:0.003
25,edu484_IllustrativeHandworkElementary_ocr.pdf,Illustrative Handwork Elementary,joseph:0.967 | vol:0.932 | transportation:0.898 | correlation:0.876 | sandtables:0.876 | mining:0.866 | conditions:0.846 | invention:0.828 | product:0.826 | go:0.815 | animals:0.814 | holland:0.810 | inventions:0.810 | bridges:0.800 | canal:0.799 | hollands:0.776 | dutch:0.776 | buildings:0.767 | coal:0.758 | bridge:0.749 | miner:0.748 | miners:0.744 | illustration1:0.737 | productsof:0.728 | panama:0.720,P:0.454 | Le:0.110 | ILLU:0.036 | Illustration:0.021 | Tic:0.016 | Met:0.016 | May:0.014 | TIM:0.013 | Method:0.012 | School:0.011 | NST:0.011 | Subject:0.010 | PROJECTS:0.008 | TES:0.008 | Booklet:0.007 | TOPICS:0.007 | VIEW:0.007 | DETAIL:0.006 | VARIOUS:0.006 | Detail:0.006 | Education:0.006 | Geography:0.005 | YIN:0.005 | House:0.004 | NGS:0.004
26,edu862_PhilosophyEducation_ocr.pdf,Philosophy Education,"right:0.637 | without:0.552 | points:0.482 | direct
:0.468 | salamis:0.371 | knowledge:0.365 | necessity:0.355 | subject:0.344 | whole:0.342 | children:0.329 | thermopylae:0.324 | marathon:0.311 | clothing:0.306 | :0.300 | incorporation:0.297 | treats:0.297 | become:0.276 | education:0.260 | one:0.208 | principle:0.206 | great:0.152 | school:0.149 | nature:0.134 | individuality:0.130 | science:0.114",EDUCATION:0.098 | Education:0.098 | Art:0.049 | INDIVIDUAL:0.038 | Part:0.029 | Ran:0.027 | SSE:0.027 | WILL:0.027 | Nature:0.025 | NATURE:0.025 | Thou:0.020 | State:0.018 | Ratio:0.015 | Spirit:0.014 | Religion:0.014 | Mind:0.013 | Feel:0.012 | Greek:0.010 | Woman:0.009 | National:0.009 | Practical:0.009 | Without:0.008 | Person:0.008 | TIL:0.008 | Church:0.007
